Index,Username,Comment
901,@towsefahmed9010,"One of the best postcard in 2cent podcast. 
Love from dhaka ️ thanks for sharing your thoughs and we know you are the greatest mentor in the field.
Difference between you and other marketer?
They teach how it will works and you know whats going on in the audience and what they want️"
902,@ksiripon1,"Thank you, Nafeez bhai, to invite him this extra ordinary session "
903,@imran.2003,"নাফিস ভাই ! দক্ষিণ এশিয়ার সেরা উদ্যোক্তা পুরস্কার প্রাপ্ত, বাংলাদেশের জনপ্রিয় অ্যাপস ডেভেলপার,
মো: জোবায়ের হোসেন ভাই কে আপনাদের পোগ্রামে দেখতে চাই,  প্লিজ প্লিজ প্লিজ "
904,@edukashion-jn3fz,"things I learnt in a new fashion:
-> you can start with zero capital (creating content, funneling people who want to read it to an ebook)
-> storytelling, capturing ATTENTION and giving them a call to action 
-> it is not only me, it's me & you vs the problem in a partnership"
905,@ElhamBinAhmed,"Well, marketing is a cool thing we agree.  But is it morally fine to sell a stuff at 2000 which should be sold at 1000? Won't it be injustice if we think about the quality?"
906,@b.m.sajolmahmud6752,In a word mind blowing. We should take an effective step to make life meaningful.
907,@hasanpranto7689,Bring Numeri Sattar Apar from ACS. He recently generated 12 Crores from a single course.
908,@ayshasiddika2273,অনেক ধন্যবাদ ফারদি ভাইয়াকে। আজ স্টোরি টেলিং টাইপের এড করে যে মানুষের হৃদয় ছোঁয়া যায় কোন একটা প্রোডাক্টের প্রতি এতটা আকর্ষিত করা যেতে পারে এটার সত্যিকার অর্থে অনুধাবনটা আমার আজকে হল।
909,@lovenature666,Bro I am a digital marketer. I watch your 2 cent podcast regularly but watching today's video I learned a lot more that I never knew. Brother I want more videos like this
910,@Dreamwins2001,This podcast is exclusive informative and helpful for everyone..
911,@IamShahRoseFaRdi,"ধন্যবাদ আমাকে এমন একটি সুযোগ দেয়ার জন্য, ইনশাআল্লাহ এই ১ ঘন্টা ১৮ মিনিট কারো বিফলে যাবে না "
912,@clicktechbangla9876,"যারা নেগেটিভ কমেন্ট করতে চেয়েও করতেছেন না, বা যারা এই ভাইকে ভালোভাবেই চিনেন,বা যারা বাশ খেয়েছেন।  তারা লাইক দিন ।"
913,@SURAIYASHIFA,I wish this podcast was 10 hours long
914,@Humanitybywahabchowdhury,"Fahmid Al Nayeem Vaike 2 Cents Podcast এ দেখতে চাই, যিনি হলেন ডিজিটাল মার্কেটিং এর বস- যারা ভাইকে চিনেন,আশা করি সবাই একমত হবেন"
915,@ashanulkabir4651,সত্যিই অসাধারণ। কখন যে সময় শেষ হয়েছে বুঝতেই পারলাম না। আরও শোনার জন্য প্রস্তুত ছিলাম কিন্তু ততক্ষণে শেষ।
916,@parthacb,This is literally the best podcast on the 2 cents podcast.  You just listen to his words.
917,@abdullahalmehadymeraz4428,"Outstanding confident Hero. আপনি একজন নলেজ শেয়ারিং এন্ড ক্যারিং পারসন ভাইয়া অনেক ধন্যবাদ।

আপনাকে আমরা আরও অনেক ইন ডিটেলসে দেখতে চাই। "
918,@parvezwdadm,"সারজ ফারদি ভায়ের কোর্স থেকে আলহামদুলিল্লাহ অনেককিছু শিখতে পেরেছি আলহামদুলিল্লাহ, আর এই ভিডিও থেকে তার কিছু প্লান বুঝতে পারলাম, আর কিছু না হলেও তার রিকমেন্ড করা স্টোরি টেলিং এর বইটা পড়তেই হবে"
919,@abumuhammad9190,"মনে প্রবল জেদ+সাহস নিয়ে কাজ করতে হবে,
ফারদি ভাই উজ্জ্বল দৃষ্টান্ত ..."
920,@thoughtscapes-official,it was a great podcast.please bring antik mahmud to this podcast next time.
921,@shohansarkar2875,চমৎকার আলোচনা। ShahRose Fardi ভাই সত্যিকার অর্থেই একজন অসাধারণ ব্যাক্তি। 
922,@user-sh4ll6bq3g,শুধু সফল ব্যক্তিদের নিয়ে নয় যারা সৈল নয় তাদেরকে নিয়ে ও প্রোগ্রাম করা উচিত একবার হলেও
923,@rdvampire2789,"Thanks for sharing a lot of information.I have learnt a lot of things today.
After a lot of time i have completed watching a long video."
924,@Sksadi10,"20 years old me watching this video.
After 5 years I want to be successful like him."
925,@freelancersajib6803,"ফারদি ভাইয়ের কোর্স এ যা আছে, এর আগে এগুলো পাই নি। অনেক কিছু থেকে আমরা পিছিয়ে। ধন্যবাদ ফারদি ভাইয়া এমন কিছু দেয়ার জন্যে আমাদের। দোয়া করি আরো অনেকদুর এগিয়ে যান। "
926,@faiaxakib,"Now, that's called a setup and branding "
927,@shakilencrypted2339,Bring Numeri sattar apar from ACS. He recently generated 12 crores from a single course(2)
928,@shahedsalman9325,"আমি Shahrose Fardi ভাই এর ফেইসবুক মার্কেটিং কোর্স করেছি।
সত্যি বলতে আসলেই বাংলাদেশে এমন একজন'ও নেই যে ওনার মতো বোঝানোর ক্ষমতা রাখে তাও এত্তো ডিপলি ভাবে ️

শুভ কামনা রইলো ভাই, আমাদের নিত্য নতুন টেকনিক শিখিয়ে সাথেই থাকিয়েন ️️"
929,@dynamicmaker8788,"আসসালামু আলাইকুম, একদিন এই পডকাস্টে আমিও আমার সফলতার গল্প বলবো, ইনশাআল্লাহ।"
930,@ArifulIslam-id8yl,I think this podcast will be hit 
931,@easternalliance7496,I wish you all the best. Congratulations Mr.Fardi.
932,@user-ex5um6el5n,"Unake deke ami amr journey start korsi… 
Purai hopeless silam … hoito kisu hobe na amk diye … but vhai k deke abr new start korlam sob… inshallah vai er sathe deka korte jabo akdin️"
933,@EnglishandArabiclearning,অসাধারণ ! আমি ফারদি ভাইয়ার ইবুক পড়েছি ।মেসেজে কথাও হয়েছে ।উনি বলেছিলেন আমাকে হেল্প করবেন ।তারপর আর কথা হয়নি আমার ব্যস্ততার কারনে ।
934,@serkitpolapain9204,Best Podcast...অনেক কিছু শেখার আছে
935,@PSI420sahidul,"আমি সারি্যাজ
 ভাইয়ের ফ্রি কোর্সটা সম্পূণ করেছি। সারিয়াজ সত্যি জিনিয়াস"
936,@OppoX3lite,"সাহরোজ ফারদি ভাইকে আমি চিনি ২ বছর থেকে... আমি উনার অনেক কোর্স কিনেছি... ads making,  animation এইগুলও...."
937,@atiqul6490,Best Podcast... Best of luck vaiya ️
938,@togormondol2602,"আসলে ফারদি ভাই অসাধারন একজন,উনার কাছ থেকে অনেক কিছু শেখার আছে..."
939,@user-si1rc2sg7z,"Shahrose Fardi Recommended  book ""Building a Story Brand by Donald Miller"""
940,@cartoonghor7748,"go ahead brother,its gonna viral and you really deserve it"
941,@JibonVai2.0,ভাইএর সব ভিডিও দেখে বিসনেস ও করতেছি ইনশাআল্লাহ। ভাই একটা অন্য রকম জিনিস। ভালো বাসা রইলো এই প্রোডকাস্ট থেকেও অনেক কিছু শিখলাম। আমি হাটতে পারি নাহ হুইলচেয়ারে চলাচল। তবে অনলাইন এ বিসনেস অনেক ভালো লাগে। মানে এটা ভালো বাসার জিনিস এর মত।
942,@alifhaider7866,আমি আপনাদের প্রতিটা podcast একদম আপলোড দেওয়ার সাথে সাথে এক বসায় শুরু থেকে শেষ পর্যন্ত খুবই মনোযোগ সহকারে দেখি। এবং আমি ব্যাপকভাবে লাভবান। দয়া করে সোলায়মান সুখন ভাইকে আপনাদের podcast-এ আনুন। অনেক খুশি হবো।
943,@BMOMOR-420,উনি আসলেই একজন ভালো মেন্টর ওনার কাছ থেকে অনেক কিছু শিখার আছে। তবে আমরা যারা জিরো আমাদের একটু সহযোগিতা করলে আমরা খুবই উপক্রিত হই। প্লিজ
944,@MorshedaRenu-qh4bn,অনেক সুন্দর করে বোঝান আপনি। এটা সবাই পারেনা।
945,@TheRealRifat,ফারদি ভাই সত্যিই একটা ভালো মনের মানুষ তার পেইড কোর্সের কোথাও বাদ দিলাম তার ফ্রি কোর্স যে পরিমাণ ভ্যালু দিছে যা বলে বোঝানো সম্ভব না। এই পডকাস্ট টা আমার কাছে খুবই খুবই ভালো লাগছে। আমি শিওর  এই চ্যানেলের বেস্ট পডকাস্ট হবে
946,@alifarmanturzo1584,requested to do a podcast with Fahmid Bhai
947,@ArifulIslam-xm7ki,"Now, that's called a setup and branding !"
948,@kawsarahmed6314,".আসলে ফারদি ভাই অসাধারন একজন,উনার কাছ থেকে অনেক কিছু শেখার আছে."
949,@farid55555,স্টোরি টেলিং শেখার জন্য বই টার নাম কি ভাই? যেটা এই ভিডিও তে উল্লেখ করেছিলেন।
950,@nasifshahriar4375,"অসাধারণ পডকাস্ট, মন্ত্রমুগ্ধের মত দেখেছি। "
951,@ahsansagor1979,2 cent podcast দেখি আজ কাল‌ প্রতারণা প্রমোট করছে।‌আশা করি‌এর পর কাউকে invite করার সময় income এর থেকে সে মানুষ হিসেবে কেমন সেটা জানবেন। আর আপনারা নিজেরাও মানুষ চেনার skill টা বাড়ান।
952,@aroozfoodrecipe,"ফারদি ভাই  আমার কাছে  বেস্ট মেন্টর , ভাইয়ের ফ্রী ক্লাস থেকেও এ্যাডভান্স টপিক শেখা যায় আলহামদুলিল্লাহ।"
953,@parashsaif2745,মাশাল্লাহ.. 
954,@khanfood3599,"Bongo Academy এর জুবায়ের হোসেন ভাই,, দক্ষিণ এশিয়া সেরা   উদ্যোক্তা,, বাংলাদেশ সরকারের   শত শত কোটি টাকা  বাচিয়েছে app এর মাধ্যমে,,, আরো অনেক  কিছু করেছে দেশের জন্য ,,,, তাকে আপনাদের প্রোগ্রামে দেখতে চাই,, আমি তার স্টুডেন্ট"
955,@user-pn6vr4hf8o,১ঘন্টা ১৮ মিনিট কিভাবে শেষ হলো বুঝতেই পারিনি আলহামদুলিল্লাহ
956,@user-gt9ux5mn4z,"সবাই একটু সাবধান। শুধু এতোটুকুই বললাম। 
পেইড কোর্সে  যাওয়ার আগে রিচার্জ করে যাবেন।কী কী শেখাবে আর কী পরিমাণ সাপোর্ট দিবে জেনে যাবেন।"
957,@asifhaidarrifat2926,"অডিয়েন্স এর সাইকোলজি বুঝে পিডিএফ বানিয়ে নিজের অথরিটি তৈরি করার যে স্টেপ ছিলো, দ্যাট ওয়াজ আমেজিং।"
958,@guessemojis,Really valuable 
959,@krishi_onusilon,দোয়া করবেন আমাদেরও আল্লাহ অনেক ভালো রাখছে
960,@tutulsd3316,"একটানা শুনতে হল, অনেক গুলো ব্যাপার নিশ্চিত হলাম, ধন্যবাদ।"
961,@daralislambd,"উনার বসার স্টাইল দেখে অনেক কিছুই লিখতে ইচ্ছে করছে, কিন্তু লিখলাম নাহ, হয়তো বয়সের দোষ , সামনে দুইজন সিনিয়র পাওরসোন বসা, তারপরও উনার বসা আর জামার স্টাইল দেখে কারো কি মনে কিছুই আসে নাহ "
962,@topskillzone,"আলহামদুলিল্লাহ 127 জন পরিবার নিয়ে আলহামদুলিল্লাহ,  আপনাদের ভালোবাসা ইনশাআল্লাহ আরও সফল হব "
963,@theaajbranding2406,One of the best podcast. 
964,@tajbihuladil7565,Fardi bhai shera! Onar bola proti ta word logical and shikkhonio. Shuvo kamona roilo Brand Builder er pokkho theke 
965,@babyshopgallery1,ভাই অনেক কিছু জানতে পারলাম অনেক ভালো লাগলো সারস ফারদিন ভাই মানেই ভিন্ন কিছু  আল্লাহ তাআলা আপনাকে সুস্থ রাখুক
966,@nazmulalam4228,Lot of effective info Here..Good Podcast...
967,@manjilahmed1787,"ভেবেছিলাম তিনভাগ করে, ৩ বারে দেখব কিন্তু শেষ করে ফেলেছি  বলতেই পারিনি সময় কখন গেল ধন্যবাদ        2 cents Podcastকে"
968,@mdmahdihasantushar,One of the best prodcast
969,@IamS.S.I, 1:16:35 It seems that Touhid Afridi is mentioned here
970,@boshontodut,অসম্ভব রকমের জিনিয়াস 
971,@iqbalhossain5600,টাকা কামানোটাই কিন্তু জীবনের আসল উদ্যশ্যে নয়।যেটা আপনাদের বিডিও দেখে মনে হয়।
972,@farhanmahmud2042,Your new set is just awosome
973,@penbook5096,ইনশাআল্লাহ ফারদি ভাইয়ার সাথে খুব তাড়াতাড়ি দেখা করবো️
974,@shahalamrubel,সম্পূর্ণ ভিডিও দেখলাম অনেক তত্ত্ব বহুল আলোচনা।
975,@mdoliullahmirdha,অসম্ভব রকমের জিনিয়াস 
976,@sunnahlove0156,আসসালামু আলাইকুম নাফিস ভাইয়া৷ আপনারা ২ সেন্ট পডকাস্টে  Fahmid Al Nayeem ভাইকে আনেন। যিনি ১ দিনে লাইভে ১০ লক্ষ টাকা সেল করে দেখিশেছিলেন।
977,@mohammedmozammelhossain3424,অসাধারণ 
978,@asgharkazi6376,Love it 
979,@khadijamim6530,ফ্রিল্যান্সিং সেক্টরে আপনার গাইডলাইন আমাদের প্রয়োজন
980,@amzadhossainriad8525,"Fardi vai boss

Onar Course & onar idea sob e best...one of the best entrepreneur of Bangladesh"
981,@ahnafalif487,Met Sazzad vaia today at Jolshiri central park in Adamjee's Study tour !
982,@md.mostafizurrahmanshovon1596,Good podcast
983,@ShadowVoiceBA,মাশা-আল্লাহ 
984,@Mental_Health_by_Juthi,Amio Psychologyr student......
985,@muradsikder2306,Best podcast I have ever seen!!!
986,@user-zy9is6wq7j,প্রিয় পডকাস্টে যখন প্রিয় মানুষ কে দেখি এর থেকে ভালোলাগা আর কি হতে পারে। আজকের এই কথা গুলি যে কতটা দামি তা আসলে সবাই বুঝবে না বা বুঝতে চাইবে না কারণ অনেক মানুষ এমন আছে যারা অন্য কেও ভালো কিছু করলে বা বললে তাদের গায়ে কাটা দিয়ে উঠে। এই মানুষ টা কে যারা সামনে থেকে দেখেছে শুধু তারা বলতে পারবে তিনি কতটা সহজ সরল একজন মানুষ কতটা উদার মনের মানুষ আল্লাহ এই মানুষ টা কে নেক হায়াত দান করুন।
987,@sahidalraji3958,Masallah  অনেক মোটিভেটেড হলাম Shahrose fardi ভাইয়ের মূল্যবান কথা গুলো শুনে
988,@KidsLifestyle2,শাহরোজ ভাই মানেই জিনিয়াস
989,@TSNahid-vh4nl,একটা কথা বলছেন যে টাকা সব না তার আজ যদি টাকা না থাকত তা হলে সে আজ আপনার স্টুডিওতে আনতে পারতেন না
990,@likhonkhan86,আমাদের ময়মনসিংহের গর্ব️
991,@abubinyousuf,Fardi bhai is a good mentor..
992,@adifas9848,Best episode 
993,@tarikzaman1348,Just awesome..
994,@b-to-a-learning,"Vai sotti kotha bolte ami shahrose fardi vaiyer duita course korecilam, Jeta onar ager course cilo... Ami kono rokom value paini sei course theke.. Tai ekhon jei lok thokanor byabosa chalu korece setao korini.. 
Ami sobaike bolte chai ei comment ami ekanto personally sokolke sotorko korar jonno koreci.. Asole fardi vai nijer business valo vabe korte pare,,But apnake kokhonoi se value ba support provide korben na"
995,@AbdulLatif-ph1yv,this podcast deserve million views
996,@arayantechz,নতুন উদ্যোক্তাদের জন্য হতে পারে এটি একটি সেরা পডকাস্ট .Go Ahead Brother
997,@rezuanrizvy1488,Ma Sha Allah ️
998,@omarshahed9592,"অসাধারণ। 
ভাইয়া অনেক ভালো বুঝায়..."
999,@mdzislams,অসাধারণ ভাই আশাকরি আপনার সাথে সামনা-সামনি কোন একদিন দেখা হবে এবং একসাথে চা পান  করবো ইনশাআল্লাহ
1000,@ru_shanto,কোর্স বিক্রি করে বড়লোক। দোকাবাজের কাছে থেকে সবায় সাবধান থাকবেন। বাঙ্গালি ইমোশনাল দেখে ধোকাবাজের কোর্স কিনে।
1001,@Logical_trading,"শুরু হয়েছেই তোমার বাটপারি দিয়ে, বাটপারি দিয়েই তোমার এই লাইফ শুরু, বাটপার কোথাকার। ২০১৭-১৮ সালের সেরা বাটপার"
1002,@Amanullah-bz6fx,"agro based online business, Shakib agro ltd এর M.D স্যারকে podcast এ দেখতে চাই।"
1003,@DigontoShopBD,Maybe i am the biggest fan of this show..
1004,@AfsanaAkterDolon,thank you so much vaiya
1005,@jihadhossainomi4115,28:50 এই পার্টটা মনে হয় সব পেঁয়াজ ব্যবসায়ীরা  দেখসে এইজন্যই ১০০ টাকার পেঁয়াজ ২০০ টাকা।
1006,@fun_four_twenty,আমিও 1k টাকা ধরা খাইছি ভাই এর থেকে।
1007,@workupjob3781,ভাই যখন এটা আপলোড হইছে তখন আমি গাড়িতে ছিলাম কিন্তু ভিডিওর দিকে তাকাইনাই কারন আওয়াজ ছিলো বাহিরে অনেক সুধু কথা গুলা সুনছি জদিও এত বড় ভিডিও কখনো আমি এত ধৈর্য ধরে দিখিনাই কিন্তু কেন যেন ভিডিওটা টানতে মনে চাচ্ছিলোনা শেষ পর্যন্ত মনোজোগ দিয়ে শুনেছি
1008,@tamimjaberertugrul5134,"আপনাদের এই অনুষ্ঠানে আগামীতে মাসুক ভাইকে দেখতে চাই। 
আশা করি এ নিয়ে চিন্তা করবেন।"
1009,@user-ms9mr4mx4d,এই প্রথম কোনো পডকাস্ট এক সেকেন্ডও স্কিপ করিনি। খুব ভালো লাগছে ভিডিওটা অনেক নতুন কিছু জানতে পারছি বুঝতে পারছি আপনার কথা ও অনেক ভালো লাগে। আমি আপনার গ্রাফিক্স ডিজাইন কোর্সটা করে অনেক কিছু শিখতে পারছি। পারিবারিক ঝামেলার করণে আমি একটু পিছিয়ে আছি কিন্তু কোনো সমস্যা নেই আপনি থাকতে। ইনশাআল্লাহ নতুন করে আবার শুরু করবো। এবং আশা রাখি আপনার কোর্স করে আপনার মাধ্যমেই সফল হব একদিন ইনশাআল্লাহ। আপনার জন্য দোয়া ও ভালোবাসা রইলো আপনি আরও অনেক দূর এগিয়ে যাবেন। আর আপনি আমাদের ময়মনসিংহের গর্ব
1010,@tarikmonowar2220,"For your kind information, he is just a copy cat! He is a scammer. What he said in the whole podcast is copied from his Mentor as well as mine. Our honorable Mentor Mostahidul Islam, CEO of Online Tech Academy. May be the hosts don't have any knowledge about local market. He stole idea and everything from his Mentor. it is very sad!"
1011,@user-sw6te6qc9t,Sandeep Maheshwari of Bangladesh. 
1012,@MdMamun-821,আমি মাঝে মাঝে আপনাদের ভিডিও গুলো দেখি এবং অনেক কিছু শিখতে পারি কিন্তু আজকে পুরো ভিডিও টা দেখেছি
1013,@FS-bq4xw,"খুব ভালো শিক্ষা পেলাম,কেমনে ১ হাজার টাকার শাড়ি ডিজিটাল ধান্দাবাজি করে ২ হাজার টাকায় বেচে ফেলা যাবে!"
1014,@user-em7wb4oc5h,Love you trainer Saharose Fardi
1015,@user-ig1tn6cf6o,Excellent !!!
1016,@pacmishaliproduct3928,একটাবারো আপনার এক্স মেন্টর মোজতাহিদুল ইসলামের কথা বললেন না আরে আপনি যে কথাগুলো বলতেছেন এইগুলো মেন্টর মোজতাহিদুল ইসলামের কোর্সের দেখানো কথাগুলো শুধুমাত্র একটু রং চং মিশিয়ে বলতেছেন।
1017,@user-cd2kc3gj2d,Excellent video. 
1018,@habibbdtosa2512,Thanks so much every one have nice movement
1019,@Mdibnesadat-rocky,Thanks 
1020,@asadulislamimran1033,"Alhamdulillah,,,, vaia onak valo kesu share korsan "
1021,@AstrooSpace.01,Next Podcast a Yahai Amin chai.
1022,@user-ku9lr1tn6w,এটাও একটা ইনফ্লুয়েঞ্জার মার্কেটিং রে ভাই
1023,@mehedihassanpranto23,জাস্ট ব্লাস্ট 
1024,@modasser2053,Very helpful
1025,@sbscale4244,FAHMID AL NAYEEM VAI K EI PROGRAM A DEKHTE CHAI VAI.UNI KHUB INTTELIGENT PERSON.ONK UPOKRITO HOBO
1026,@pathwaytoavictory1576,
1027,@ryanabir1943,Podcast a Sajjad vai re khuje passilam na
1028,@afrahadislamicchannel04,Vai Video Sound ta r ektu beshi hle Valo hoto 
1029,@expresssalebd, Love you fardi bhai 
1030,@pantaenglish,"দারুন,"
1031,@kaziabdurrauf,Os3r
1032,@raselahmed8692,
1033,@rabiulonbiz,Joss
1034,@manjurmorshed4333,️️️
1035,@shahrokavariation4264,Wow bhaia.
1036,@21jenisa13,আমি এখনো অনদকার জগতেই রয়ে গেছি
1037,@variouscontentcreation4412,Best business gamer️️️️️
1038,@user-mt1gm5kv8k,This video gonna make million viwes. Nice podcast.
1039,@digitallifestyle3559,
1040,@sr_shohan,Please read community post comment ️
1041,@MindMeldbd,"কথা গুলো এভারেজ ছিল।

একটু বুঝিয়ে দিবেন কি??"
1042,@techNstationery,
1043,@MDArifulIslam-pp3ex,
1044,@TanvirAhmed09122,Masha allah
1045,@mdhumain8217,Masallah
1046,@md.ismailhossain5402,"বেশ কয়েক বছর আগে সে ইউটিউবে ভিডিও বানাতো অনলাইন ইনকাম রিলেটেড,যদিও সেগুলো ইউনিক ছিল না।অনেক দিন ভিডিও দেখতাম তার।কিন্তু কাজের ছিল না সেগুলো।অনেক ওয়েবসাইট অ্যাপনিয়ে ভিডিও বানাতো।যা শুধু সময় নষ্ট ছিল।তাই তার ভিডিও দেখা বাদ দিয়েছিলাম আর দেখা হয়নি।কিন্তু আজকে সে অনেক দূর এগিয়ে গিয়েছে সঠিক লাইন ধরে।"
1047,@anupamhospital,
1048,@SabbirAhmed-tg2xt,Shahrose fardi vai
1049,@EasyMerchMoney,Mojtahidul vai kintu Shah Rose er boss. Unar story ke ke sunte chan 2cent podcast e.
1050,@rakib19080,Ai system tai akta vai kaje lagise...
1051,@adnanbin7947,"আমি লন্ডনে আসি ২বছর আগে।
এসে খুবই ফ্রাস্ট্রেশনে চলে যাই।
প্ল্যান করতেছি আগামী কয়েক বছর এর মধ্যে দেশে এসে বিজনেস শুরু করার।"
1052,@itzsagor1944,অনেক অপেক্ষার পরে ভিডিওটা আপলোড হইছে। 
1053,@MdAbdullah-ob1hl,Masaallah
1054,@user-re9co7zm8r,Thanks
1055,@MOHIDULMILLIONCOM,"Vai
Please DR. nabil k akber podcast a ai en"
1056,@user-xp5pr9gl1i,"আপনি এত বুঝেন এখনো কোস বিক্রি করেন কেন
নিজেই ব্যবসা করে বিলিয়নিয়ার হচ্ছে না কেন"
1057,@bayezidbustami631,
1058,@mohammedabdussubhan9182,Awesome
1059,@GWMASH69,ভাই সিরিয়াসলি ভিডিও টা দেখে শেষ করে ফেসবুক ডুকলাম আর তার এড চলে আসলো।  এখন তাই আবার এসে কমেন্ট করলাম 
1060,@uniclips,একদম রিয়েলিটি বেজড কথা বার্তা শুনলাম পুরো সময়টা। অনেক কিছু জানতে আর বুঝতে পারলাম।
1061,@tahminaparvin6685,Scamer kotha kar 1000 takar jinis 2000 diye becle.  Allah maf korbe na. 
1062,@mehedihassanpranto23,শাহরোজ ভাই ইজ হিউমান এপিক বোম 
1063,@immostakim,Amazing speech
1064,@Grafixing-Mentoring,awesome!
1065,@LabbaiekHaj,please invite Solaiman Shukhon.
1066,@3LineMoney,Great men
1067,@ourfamilyshorts01,চালডাল ডট কম এর এই পডকাস্ট দেখা উচিত
1068,@hyderullahshoad8064,Valo ekta platform a arokom chapabaz lokder ana uchit hoynai.
1069,@areefhossainah,
1070,@banglanewstodaysk7136,nice
1071,@hasanmea6217,informative 
1072,@rezakhan5533,Impreesive shahrose vy!
1073,@m.s.hsongshouse3077,Tawhid afridi কে দেখতে চাই!!!!!
1074,@LeAggeggio,really great. amon aro podcast chai bhaia
1075,@tamimjaberertugrul5134,"শাহরোজ ফারদি ভাইয়ের শেখানোর পদ্ধতিটা খুব সুন্দর।
আমি উনার ফ্রি ক্লাসগুলো করছি।
উনাকে পডকাস্টে দেখে ভালো লাগলো।"
1076,@shahinfaisal7479,"ভাই আমি নিজেই বসে আছি যে কবে ম্যাসেজ দিবেন আর মিটিং এ বসবেন।ভিডিওর ১৮.৫৬ মিনিট চলছে।
নিজেও রিলেট করছি -.-"
1077,@qurantimecontent2662,
1078,@rabbitr8835,Joss joss
1079,@kiranhossain939,"50:45 e vayya bollo je"" Je boltese tar gharer betha kombe unar buy korar chance beshi,, on the other je boltese ''ey tel kun kun betha komay""
Amr monehoy 2nd question jey lok kortese se o  1st lok tar moton buy korar chance e ase, karon 2nd lok ta ey question kore bujar try kortese je se je bethar tel khujtese eytay shey tel naki hudai amr komor betha bollam aar seller tar matha bethar tel komor bethar tel boyla chalaya dise"
1080,@sajjadchy8764,"১ হাজার টাকার পণ্য ২ হাজার টাকা বিক্রির যে পরামর্শ দিলেন ঠিক আছে।
কিন্তু এটার নেগেটিভ সাইড কে  বলবে?
পরবর্তীতে কাস্টমার যখন জানতে পারবে আপনি দ্বিগুণ দাম নিয়েছেন,তখন সে কাস্টমার ২য় বার আপনার কাছে আসবে?
অন্য কাউকে আপনার কাছ থেকে পণ্য কেনার সাজেশন দিবে?"
1081,@abidhasan6724,onek kisu shikhlam
1082,@user-ji2wp3lz2m,i will be success this year
1083,@md.nayemulhaque7128,"what,s the name of book seller?"
1084,@agasadek7888,Nice Padcast!
1085,@curtainshowdown8606,অনেক ভালো লাগার একজন‌ মানুষ।
1086,@ummaasma3397,"Alhamdulillah, you are the best..."
1087,@shimulreza3750,মাহামুদুর রহমান সোহাগ ভাইকে দেখতে চাই....
1088,@unlimitedgaming3432,He is a fraud I researched him and his agency has not even 10 visitors and not more than two to three people bought his book. সে daraz কাছ থেকে সিলভার প্লে বোতাম কিনে দেয়ালে টাঙিয়ে রাখে
1089,@mdarifhossain6141,ভাই। আপনার ফামিদ আল নাঈম ভাইকে দিয়ে একটি podcast করেন। আশা করি তার মাধ্যমেই আরো নতুন কিছু শিখতে পারবো। @Fahmid Al Nayem
1090,@joydas338,জোশ ভাই জোশ। অনেক মানুষ ভিডিও না দেখেই কমেন্ট করতেছে। কিন্তু কেউ আপনার এই পডকাস্ট দেখলে যদি আপনাকে অপছন্দও করে থাকে তবুও সে আপনাকে ভালোবাসা ও গুরু মনে করা শুরু করবে। যে যাই বলুক ভাই এগিয়ে যান। আপনার চ্যানেল সাবস্ক্রাইব করেছি।
1091,@mdminhaj7,"Last example ta
@TawhidAfridi#showoff"
1092,@AzizMurad,Fantastic Presentation and Marketing Psychology  @NafeesSalimand @sazzadahsan and @IamShahRoseFaRdi
1093,@MOM-MindBrain,"India China is biggest markets after USA, germany France in Europe also big"
1094,@jabintahmina126,Insane!!!!! Just insane!!!!!
1095,@shiwlibegum204,"নাফিস ভাই ! দক্ষিণ এশিয়ার সেরা উদ্যোক্তা পুরস্কার প্রাপ্ত, বাংলাদেশের জনপ্রিয় অ্যাপস ডেভেলপার মো: জোবায়ের হোসেন ভাই কে আপনাদের পোগ্রামে দেখতে চাই,  প্লিজ প্লিজ প্লিজ "
1096,@user-ex5um6el5n,"Unake deke ami amr journey start korsi… 
Purai hopeless silam … hoito kisu hobe na amk diye … but vhai k deke abr new start korlam sob… inshallah vai er sathe deka korte jabo akdin️"
1097,@techNstationery,
1098,@sugatachakma774,"নাফিস ভাই ! দক্ষিণ এশিয়ার সেরা উদ্যোক্তা পুরস্কার প্রাপ্ত, বাংলাদেশের জনপ্রিয় অ্যাপস ডেভেলপার মো: জোবায়ের হোসেন ভাই কে আপনাদের পোগ্রামে দেখতে চাই,  প্লিজ প্লিজ প্লিজ "
1099,@tanvirahmmed551,
1100,@khaledhasan631,"I have spent an productive hour with this video. I watched this video without skipping any sequence. The story telling was great from Shahrose vai. Currently,, I am studying in CSE but I like this type podcast by which I can spent my leisure time very productively and this video is one of them. Thanks a lot. Doing great guys."
1101,@towsefahmed9010,"One of the best postcard in 2cent podcast. 
Love from dhaka ️ thanks for sharing your thoughs and we know you are the greatest mentor in the field.
Difference between you and other marketer?
They teach how it will works and you know whats going on in the audience and what they want️"
1102,@ksiripon1,"Thank you, Nafeez bhai, to invite him this extra ordinary session "
1103,@imran.2003,"নাফিস ভাই ! দক্ষিণ এশিয়ার সেরা উদ্যোক্তা পুরস্কার প্রাপ্ত, বাংলাদেশের জনপ্রিয় অ্যাপস ডেভেলপার,
মো: জোবায়ের হোসেন ভাই কে আপনাদের পোগ্রামে দেখতে চাই,  প্লিজ প্লিজ প্লিজ "
